Title,rating,is_action,is_crime,is_music,is_drama,is_family,is_comedy,is_romance,is_fantasy,is_mystery,is_war,is_biography,is_history,is_thriller,is_adventure,is_horror,is_animation,is_sport,is_sci-fi,is_documentary,duration_m,log_box_office,star_score,special_day
One Two Three,5.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135.0,3.8725653945209757,0,0
Krazzy 4,4.2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0,4.004710625303656,0,0
Tashan,3.8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,4.402903462261634,3,0
Bhoothnath,6.4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,4.199864790998183,1,0
Sarkar Raj,6.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.0,4.557276486190559,2,0
Mere Baap Pehle Aap,5.5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,163.0,4.14998915017531,0,0
Thoda Pyaar Thoda Magic,5.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,4.103868907344648,2,0
Love Story 2050,2.6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,180.0,3.4426015273904595,1,0
Jaane Tu... Ya Jaane Na,7.4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,155.0,5.036355060338199,0,0
Kismat Konnection,5.3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,153.0,4.152586132855573,2,0
Bachna Ae Haseeno,6.2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,152.0,4.610077352564027,4,0
God Tussi Great Ho,3.7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,152.0,3.5664838324000043,3,0
Mumbai Meri Jaan,7.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.0,2.373230772331199,0,0
Rock On!!,7.7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,4.256373041014213,0,0
A Wednesday,8.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104.0,3.5039822587628078,0,0
1920,6.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,143.0,3.394882327777871,0,0
Hello,3.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,129.0,3.534919909480192,0,1
Roadside Romeo,4.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,93.0,2.6012934593696797,2,1
Heroes,5.7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,139.0,3.5757619519136465,0,1
Fashion,6.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,167.0,4.3005812429227745,1,1
Golmaal Returns,5.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,135.0,4.952559811249885,3,1
Dostana,6.4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,145.0,2.593102982994809,1,0
Yuvvraaj,4.1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151.0,3.859323026133253,2,0
Oye Lucky! Lucky Oye!,7.7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125.0,2.9690967871981444,0,0
Rab Ne Bana Di Jodi,7.2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,167.0,5.454459431705124,4,0
Ghajini,7.4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,186.0,5.750677765512256,1,1
Raaz: The Mystery Continues,5.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,151.0,4.179111248930461,0,1
Luck by Chance,7.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.0,3.462385156665059,0,0
Dev.D,7.9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,144.0,3.678441948116944,0,0
Billu,6.4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137.0,4.074164819390005,0,1
Delhi-6,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.0,4.362098500018689,0,0
13B: Fear Has a New Address,7.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,138.0,2.974825788867594,1,0
Dhoondte Reh Jaoge,5.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131.0,2.8265918063480684,0,0
Gulaal,8.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140.0,2.4739532640857287,0,0
8 x 10 Tasveer,5.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,3.685425424855822,1,0
99,7.3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135.0,3.338818336798624,0,0
New York,6.8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,153.0,4.748992200226596,3,0
Kambakkht Ishq,3.8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,142.0,4.785448348631048,2,0
Luck,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,141.0,3.9896321441292426,2,0
Love Aaj Kal,6.8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,128.0,5.1290458563720716,2,0
Kaminey,7.4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130.0,4.6606825181022264,2,0
Dil Bole Hadippa,4.7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,148.0,4.092438682425873,2,1
Wake Up Sid,7.6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,138.0,4.26950688836375,1,0
Blue,3.8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,119.0,4.587191938967924,2,1
Aladin,4.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,132.0,2.7522142039218487,2,0
London Dreams,5.4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0,4.304517272379446,2,0
Ajab Prem Ki Ghazab Kahani,6.4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,5.099336137610249,2,0
De Dana Dan,5.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0,4.8046369785197935,2,1
Rocket Singh: Salesman of the Year,7.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,3.7550653699196976,1,0
3 Idiots,8.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.0,6.239913816254168,4,1
Accident on Hill Road,4.1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,105.0,1.0352283806867186,0,0
Ishqiya,7.3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,118.0,4.175247598921441,1,0
My Name Is Khan,7.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.0,5.226527232310733,3,1
Karthik Calling Karthik,7.1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,135.0,4.1173904686822675,1,0
Teen Patti,4.2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,142.0,2.7843596942495408,3,0
Right Yaaa Wrong,6.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.0,2.324480017719031,0,0
Prince,4.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,138.0,1.7024329858392124,0,0
Jaane Kahan Se Aayi Hai,4.4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,94.0,2.4206737311473088,0,0
Paathshaala,5.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,3.9021244672882633,1,0
Housefull,5.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144.0,5.139697407992272,2,0
"Road, Movie",6.7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,95.0,1.792312488212538,0,0
Badmaash Company,6.1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,4.387602578705105,2,0
Bumm Bumm Bole,6.3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,124.0,1.2370889112430603,0,0
Raajneeti,7.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,163.0,5.3525185756478395,2,0
Raavan,5.4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,130.0,4.196404678922991,1,0
I Hate Luv Storys,5.7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,129.0,4.5835171852259045,0,0
Milenge Milenge,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,109.0,3.2457143882681736,2,0
Udaan,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.0,2.1419698505050357,0,0
Tere Bin Laden,7.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,2.934628280804956,0,0
Khatta Meetha,6.1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,157.0,4.474368255306601,1,0
Once Upon a Time in Mumbaai,7.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.0,4.831945186475354,1,0
Aisha,5.1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,126.0,3.698232983509176,0,0
Dabangg,6.3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,126.0,5.744914300426019,2,1
We Are Family,5.7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0,3.903030440716891,2,1
Khichdi: The Movie,7.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,2.5211235120476574,0,0
Anjaana Anjaani,5.7,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151.0,4.515204872508651,3,0
Ramayana: The Epic,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,98.0,0.5920612357144881,0,1
Aakrosh,7.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0,3.45326030523567,1,1
Golmaal 3,5.7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155.0,5.4789239742413764,4,1
Action Replayy,4.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,129.0,4.192683518343909,2,1
Guzaarish,7.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,126.0,4.201456775981545,3,0
Break Ke Baad,5.2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,145.0,3.7032217126609446,1,0
Phas Gaye Re Obama,7.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0,1.8713282203340211,0,0
No Problem,4.6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0,4.156097065345008,2,0
Band Baaja Baaraat,7.2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,139.0,3.6717685242697478,2,0
Kaalo,4.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.0,0.8527903885705975,0,0
Tees Maar Khan,2.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135.0,4.92478805688536,2,1
No One Killed Jessica,7.2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,136.0,3.936033866499521,2,0
Yamla Pagla Deewana,5.8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,163.0,4.729979607057119,0,0
Dil Toh Baccha Hai Ji,5.9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,143.0,4.089774897456114,1,0
Yeh Saali Zindagi,7.4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130.0,3.2417867152414437,0,0
Patiala House,5.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,140.0,4.1635128530243675,1,1
7 Khoon Maaf,6.3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,137.0,3.6091502204709833,1,0
Tanu Weds Manu,6.8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,119.0,4.328561025160086,1,0
Thank You,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125.0,4.560174474424215,1,0
Zokkomon,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,109.0,0.8060855982685151,1,1
Dum Maaro Dum,6.2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,4.181671102577439,1,1
Shor in the City,7.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.0,2.202119471346696,0,0
Haunted - 3D,6.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,143.0,3.968807974284142,0,0
Ragini MMS,5.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,93.0,3.0468751196103305,0,0
Shagird,7.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.0,1.6496010440028765,0,0
404: Error Not Found,7.3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,121.0,1.1022857035917006,0,0
Pyaar Ka Punchnama,7.6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,149.0,2.9591816883276527,0,0
Ready,4.9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,145.0,5.498460783986126,1,0
Double Dhamaal,4.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,138.0,4.501317596840365,1,0
Murder 2,6.3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0,4.588042938932634,0,0
Zindagi Na Milegi Dobara,8.2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,155.0,5.216946398983116,1,0
Singham,6.8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.0,5.321764380877301,2,0
I Am Kalam,7.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,0.8845721072185604,0,0
Not a Love Story,5.2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100.0,2.235254961584777,0,0
Bodyguard,4.8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,130.0,5.715010418189376,2,1
That Girl in Yellow Boots,6.6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,103.0,1.6765539219782595,0,0
Mere Brother Ki Dulhan,5.9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0,4.78949376071354,1,0
Saheb Biwi Aur Gangster,7.1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0,3.0967570995720957,0,0
Mausam,4.8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,161.0,4.117943618054381,1,0
Rascals,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,4.208002688263095,2,1
Ra.One,4.9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,156.0,5.451739729052349,2,1
Rockstar,7.8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,159.0,4.843745659637585,1,0
Desi Boyz,5.7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122.0,4.4673945049832415,2,0
The Dirty Picture,6.6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,144.0,5.096863900872236,1,0
Ladies vs. Ricky Bahl,6.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,4.219121499185571,3,0
Don 2,7.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,148.0,5.383420131073522,1,1
Players,4.3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,163.0,4.011889341957612,0,0
Agneepath,6.9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.0,5.3783037201746975,3,1
Ek Main Aur Ekk Tu,5.8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,110.0,4.324681272158334,1,0
Ekk Deewana Tha,6.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,136.0,2.501048926101964,0,0
Tere Naal Love Ho Gaya,5.9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,130.0,3.654679843608211,0,0
Paan Singh Tomar,8.2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,135.0,3.157131211341035,0,0
London Paris New York,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,2.5708281656766845,0,0
Kahaani,8.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,4.58158886334506,1,0
Agent Vinod,5.2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,157.0,4.4089099998009775,2,0
Blood Money,4.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,109.0,2.8887631389425033,0,0
Housefull 2,5.4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,5.297202503515851,1,1
Hate Story,5.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140.0,3.2737321544689992,0,0
Vicky Donor,7.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,126.0,4.213187676355288,1,0
Tezz,4.1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0,3.3984084894845425,2,0
Jannat 2,6.3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150.0,4.390718578427787,0,0
Ishaqzaade,6.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120.0,4.4630933981353635,1,0
Arjun: The Warrior Prince,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,96.0,1.34817427156638,0,0
Rowdy Rathore,5.8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,5.524966293487349,2,0
Shanghai,7.2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120.0,3.637554680046264,0,0
Ferrari Ki Sawaari,6.4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,3.983314258202273,0,0
Teri Meri Kahaani,4.9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,117.0,3.8976775151401855,2,0
Gangs of Wasseypur,8.2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,321.0,3.878470725000019,0,0
Bol Bachchan,5.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155.0,5.268058488624212,3,0
Cocktail,6.3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,146.0,4.898907785238188,2,0
Kyaa Super Kool Hain Hum,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136.0,4.450258279000942,0,0
Jism 2,3.1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,130.0,4.0667007272577145,0,0
Ek Tha Tiger,5.7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,132.0,5.923623022410256,3,0
Joker,2.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,104.0,3.7661186019717388,2,0
Barfi!,8.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,151.0,5.35332614048187,2,0
English Vinglish,7.8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,134.0,4.1952666823075795,1,0
Chittagong,7.3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,105.0,0.30475942192661387,0,0
Aiyyaa,4.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,152.0,2.5977105142307364,1,0
Bhoot Returns,2.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,85.0,2.332267236347527,0,0
Student of the Year,5.3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0,4.884829640587108,2,1
Luv Shuv Tey Chicken Khurana,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,2.883532049655499,0,0
1920: Evil Returns,4.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,124.0,3.7811932294695447,0,0
Jab Tak Hai Jaan,6.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,198.0,5.427698243946233,5,1
Son of Sardaar,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141.0,5.2880556607626845,3,1
Khiladi 786,4.4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,141.0,4.884829640587108,2,0
Delhi Safari,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,96.0,1.3530327526724688,0,0
Dabangg 2,4.8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,5.675604864645761,2,1
Table No. 21,7.2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,108.0,2.972496226283523,0,0
Matru Ki Bijlee Ka Mandola,5.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151.0,4.259011315155334,1,0
Race 2,5.4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150.0,5.1466977802880445,2,1
ABCD (Any Body Can Dance),6.3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0,4.3617525033468105,0,0
Special 26,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,144.0,4.741667552155301,1,0
Murder 3,5.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,124.0,3.686835545193126,0,1
Kai Po Che,7.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,130.0,4.448369813103948,0,0
"I, Me Aur Main",4.7,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0,2.765283262782402,0,0
Saheb Biwi Aur Gangster Returns,6.7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,3.6464003480107485,0,0
Mere Dad Ki Maruti,6.4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,101.0,3.105941678820719,0,0
Himmatwala,1.8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,4.403192345278462,1,1
Chashme Baddoor,5.4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121.0,4.275229989142444,0,0
Ek Thi Daayan,5.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,135.0,3.80410759725295,0,0
